CODEREG,NOM_REGION,CODEDIST,NOM_DISTRI,CODECOM,NOM_COMMUN,ETAT_COMMU,SOURCE,HECTARES,MIS_A_JOUR
"64",MENABE,"6404",MIANDRIVAZO,"640404",Ankondromena,,,147380.175,"2000"
"64",MENABE,"6404",MIANDRIVAZO,"640415",Soaloka,,terrain,160357.089,"2003"
"64",MENABE,"6404",MIANDRIVAZO,"640408",Betsipolitra,,commune,77416.901,"2005"
"64",MENABE,"6404",MIANDRIVAZO,"640403",Ankavandra,,commune,123489.174,"2004"
"64",MENABE,"6404",MIANDRIVAZO,"640411",Itondy,,,117618.611,"2000"
"64",MENABE,"6404",MIANDRIVAZO,"640413",Manandaza,,,200745.596,"2000"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640102",Amboalimena,,,68477.112,"2000"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640103",Andimaky Manambolo,,commune,91908.120,"2005"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640101",Ambiky,,,70773.692,"2000"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640104",Ankalalobe,,,138540.429,"2000"
"64",MENABE,"6404",MIANDRIVAZO,"640414",Miandrivazo,,terrain,56269.293,"2003"
"64",MENABE,"6404",MIANDRIVAZO,"640407",Bemahatazana,,terrain,44021.865,"2003"
"64",MENABE,"6404",MIANDRIVAZO,"640402",Ampanihy,,,5643.917,"2000"
"64",MENABE,"6404",MIANDRIVAZO,"640409",Dabolava,,commune,93369.198,"2005"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640112",Masoarivo_Serinam,,terrain,68396.512,"2001"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640108",Belo Sur Tsiribihina,,terrain,39485.070,"2001"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640109",Bemarivo Ankilirondro,,,17432.368,"2000"
"64",MENABE,"6404",MIANDRIVAZO,"640406",Anosimena,,,7188.158,"2000"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640108",Belo Sur Tsiribihina,,terrain,161.515,"2001"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640108",Belo Sur Tsiribihina,,terrain,44.499,"2001"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640108",Belo Sur Tsiribihina,,terrain,50.367,"2001"
"64",MENABE,"6404",MIANDRIVAZO,"640405",Ankotrofotsy,,,72481.771,"2000"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640114",Tsimafana,,commune,59556.203,"2005"
"64",MENABE,"6404",MIANDRIVAZO,"640410",Isalo,,,27127.936,"2000"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640113",Tsaraotana(concession),,commune,21204.884,"2004"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640110",Berevo(Tsianaloka),,,33451.360,"2000"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640105",Ankiroroky,,commune,32384.434,"2004"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640108",Belo Sur Tsiribihina,,terrain,205.596,"2001"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640111",Beroboka Nord,,,46601.262,"2000"
"64",MENABE,"6404",MIANDRIVAZO,"640401",Ambatolahy,,terrain,99388.856,"2003"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640107",Belinta Soaserana,,,69202.718,"2000"
"64",MENABE,"6401",BELO-SUR-TSIRIBIHINA,"640106",Antsoha,,,43823.489,"2000"
"64",MENABE,"6405",MORONDAVA,"640504",Bemanonga,,commune,131566.656,"2007"
"64",MENABE,"6404",MIANDRIVAZO,"640412",Manambina,,,59634.725,"2000"
"64",MENABE,"6402",MAHABO,"640205",Ankilizato,,terrain,238919.980,"2003"
"64",MENABE,"6402",MAHABO,"640206",Befotaka,,,108549.714,"2000"
"64",MENABE,"6402",MAHABO,"640209",Malaimbandy,,terrain,226945.821,"2003"
"64",MENABE,"6402",MAHABO,"640204",Ankilivalo,,,21436.494,"2003"
"64",MENABE,"6405",MORONDAVA,"640501",Analaiva,,terrain,55131.374,"2001"
"64",MENABE,"6402",MAHABO,"640203",Analamitsivalana,,terrain,8036.014,"2003"
"64",MENABE,"6405",MORONDAVA,"640505",Morondava,,terrain,3424.084,"2001"
"64",MENABE,"6402",MAHABO,"640202",Ampanihy,,,152983.960,"2003"
"64",MENABE,"6402",MAHABO,"640208",Mahabo,,terrain,2705.089,"2003"
"64",MENABE,"6405",MORONDAVA,"640503",Belo sur Mer,,terrain,144700.932,"2001"
"64",MENABE,"6405",MORONDAVA,"640502",Befasy,,commune,234738.805,"2007"
"64",MENABE,"6402",MAHABO,"640211",Tsimazava,,,149422.449,"2000"
"64",MENABE,"6402",MAHABO,"640201",Ambia,,,102094.826,"2000"
"64",MENABE,"6402",MAHABO,"640210",Mandabe,,,212316.091,"2000"
"64",MENABE,"6402",MAHABO,"640207",Beronono,,,133305.555,"2000"
"63",ATSIMO ANDREFANA,"6304",BEROROHA,"630407",Sakena,nouvelle,commune,33752.309,"2006"
"64",MENABE,"6403",MANJA,"640306",Soaserana,,terrain,177872.595,"2001"
"64",MENABE,"6403",MANJA,"640301",Andranopasy,,terrain,171817.524,"2001"
"63",ATSIMO ANDREFANA,"6304",BEROROHA,"630405",Mandronarivo,,terrain,57597.005,"2004"
"63",ATSIMO ANDREFANA,"6304",BEROROHA,"630408",Tanamary,nouvelle,commune,80033.047,"2006"
"64",MENABE,"6403",MANJA,"640303",Anontsibe Sakalava,,,70101.849,"2000"
"63",ATSIMO ANDREFANA,"6304",BEROROHA,"630403",Beroroha,,terrain,191594.816,"2003"
"64",MENABE,"6403",MANJA,"640305",Manja,,terrain,72885.148,"2001"
"63",ATSIMO ANDREFANA,"6304",BEROROHA,"630406",Marerano,,,199030.653,"2000"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630603",Antongo Vaovao,,,34211.792,"2000"
"64",MENABE,"6403",MANJA,"640304",Beharona,,,246053.372,"2000"
"63",ATSIMO ANDREFANA,"6304",BEROROHA,"630402",Bemavo,nouvelle,commune,66966.849,"2006"
"64",MENABE,"6403",MANJA,"640302",Ankiliabo,,commune,161786.662,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630601",Ambahikily,,terrain,41597.040,"2003"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630607",Morombe,,terrain,71624.039,"2003"
"63",ATSIMO ANDREFANA,"6304",BEROROHA,"630404",Fanjakana,,,23713.443,"2000"
"63",ATSIMO ANDREFANA,"6302",ANKAZOABO,"630206",Tandrano,,terrain,249930.554,"2003"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630604",Basibasy,,commune,197788.201,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630606",Befandriana Atsimo,,,143490.809,"2000"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630608",Nosy Ambositra,,terrain,119271.809,"2003"
"63",ATSIMO ANDREFANA,"6304",BEROROHA,"630401",Behisatra,,,92631.744,"2000"
"63",ATSIMO ANDREFANA,"6302",ANKAZOABO,"630201",Andranomafana,,,102955.446,"2000"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,110888.155,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,37.606,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,0.366,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,1.484,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,1.058,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,6.286,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,0.421,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,0.799,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,0.786,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,0.845,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,0.552,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,0.561,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,28.923,"2004"
"63",ATSIMO ANDREFANA,"6302",ANKAZOABO,"630203",Berenty,,,126087.772,"2000"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,7.280,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,2.485,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,1.701,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,6.012,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,2.926,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,45.165,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,143.943,"2004"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,805.324,"2004"
"63",ATSIMO ANDREFANA,"6302",ANKAZOABO,"630202",Ankazoabo Sud,,terrain,136959.833,"2003"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630602",Antanimieva,,terrain,57751.248,"2004"
"63",ATSIMO ANDREFANA,"6302",ANKAZOABO,"630205",Ilemby,nouvelle,commune,85517.204,"2006"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630904",Analamisampy,,terrain,111715.664,"2003"
"63",ATSIMO ANDREFANA,"6302",ANKAZOABO,"630204",Fotivolo,nouvelle,commune,38637.402,"2006"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630704",Andranolava,,terrain,72541.200,"2003"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630710",Mikoboka,,,94989.566,"2000"
"63",ATSIMO ANDREFANA,"6306",MOROMBE,"630605",Befandefa,,commune,11.879,"2004"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630701",Ambinany,,,136664.623,"2000"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630914",Manombo Sud,,,64563.527,"2000"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630702",Amboronabo,,terrain,90938.548,"2003"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630907",Ankiloaka I,,terrain,82942.303,"2006"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630706",Mahaboboka,,,66765.938,"2000"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630711",Mitsinjo Kiliarivo,nouvelle,commune,105685.600,"2006"
"62",ANOSY,"6202",BETROKA,"620204",Andriandampy,,,88750.168,"2000"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630712",Sakaraha,,terrain,101251.132,"2003"
"62",ANOSY,"6202",BETROKA,"620220",Sakamahily,nouvelle,terrain,68913.797,"2006"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630707",Miary Lamatihy,,,17821.724,"2000"
"62",ANOSY,"6202",BETROKA,"620215",Jangany,,terrain,52032.290,"2003"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630919",Milenake,,,11012.531,"2000"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630709",Mihavatsy,,,24326.221,"2000"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630916",Marofoty,,,8711.816,"2000"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630708",Miary-Taheza,,,79889.717,"2000"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630923",Tsianisiha,,terrain,8320.449,"2003"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630911",Behompy,,commune,77750.289,"2004"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630917",Maromiandra,,,46793.496,"2000"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630906",Andranovory,,terrain,80133.959,"2003"
"62",ANOSY,"6202",BETROKA,"620208",Benato Toby,,,55037.498,"2000"
"62",ANOSY,"6202",BETROKA,"620205",Beapombo I,,,62507.925,"2000"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630908",Ankilimalinike,,terrain,19231.568,"2003"
"62",ANOSY,"6202",BETROKA,"620201",Ambalasoa,,commune,77322.888,"2007"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630705",Bereketa,,,51403.825,"2000"
"63",ATSIMO ANDREFANA,"6307",SAKARAHA,"630703",Vineta Andamasiny,,,30040.518,"2000"
"62",ANOSY,"6202",BETROKA,"620212",Ianakafy,,terrain,107870.392,"2003"
"63",ATSIMO ANDREFANA,"6303",BENENITRA,"630302",Benenitra,,terrain,141790.327,"2003"
"63",ATSIMO ANDREFANA,"6303",BENENITRA,"630303",Ehara,,terrain,131091.753,"2003"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630912",Belalanda,,,24681.335,"2000"
"62",ANOSY,"6202",BETROKA,"620210",Iaborotra,,,27351.863,"2000"
"62",ANOSY,"6202",BETROKA,"620219",Nanirona,,terrain,20974.883,"2003"
"62",ANOSY,"6202",BETROKA,"620221",Tsaraitso,,,75618.773,"2000"
"62",ANOSY,"6202",BETROKA,"620203",Analamary,,,46445.312,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630527",Vatolatsaka,,,21904.889,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630505",Ankilivalo,nouvelle,commune,35400.559,"2006"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630510",Besely,nouvelle,commune,13047.582,"2006"
"62",ANOSY,"6202",BETROKA,"620209",Betroka,,terrain,3208.073,"2003"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630905",Andranohinaly,nouvelle,commune,35714.624,"2006"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630517",Marosavoa,nouvelle,commune,9655.436,"2006"
"62",ANOSY,"6202",BETROKA,"620209",Betroka,,terrain,8172.050,"2003"
"62",ANOSY,"6202",BETROKA,"620217",Mahasoa Est,,,66075.550,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630502",Andranomangatsiaka,,terrain,18753.313,"2002"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630521",Salobe,,terrain,17869.750,"2004"
"62",ANOSY,"6202",BETROKA,"620211",Ianabinda,,terrain,99039.859,"2003"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630918",Miary,,,11485.237,"2000"
"62",ANOSY,"6202",BETROKA,"620209",Betroka,,terrain,7608.095,"2003"
"63",ATSIMO ANDREFANA,"6308",TOLIARA I,"630801",Toliara I,,terrain,3511.776,"2003"
"63",ATSIMO ANDREFANA,"6308",TOLIARA I,"630920",Mitsinjo Betanimena,nouvelle,commune,1633.722,"2006"
"62",ANOSY,"6202",BETROKA,"620214",Ivahona,,,56029.724,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630526",Tongobory,,terrain,48304.129,"2002"
"63",ATSIMO ANDREFANA,"6308",TOLIARA I,"630913",Betsinjaka,nouvelle,commune,3890.129,"2006"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630901",Ambohimahavelona,,terrain,48491.522,"2003"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630515",Manalobe,,,21538.381,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630519",Montifeno,nouvelle,commune,6542.268,"2004"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630921",Saint Augustin,,,15612.974,"2000"
"63",ATSIMO ANDREFANA,"6303",BENENITRA,"630301",Ambalavato,nouvelle,commune,77398.068,"2006"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630512",Bezaha,,terrain,16135.004,"2002"
"63",ATSIMO ANDREFANA,"6303",BENENITRA,"630304",Ianapera,,,110468.556,"2000"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630902",Ambolofotsy,,,20579.340,"2000"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630915",Manorofify,,,11069.264,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630513",Fenoandala,,,8877.431,"2000"
"62",ANOSY,"6202",BETROKA,"620216",Mahabo,,commune,156872.010,"2004"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630507",Antsavoa,nouvelle,commune,2640.772,"2006"
"62",ANOSY,"6202",BETROKA,"620206",Beapombo II,,,37895.004,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630509",Belamoty,,,17075.576,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630524",Tanambao_Ambony,,commune,15730.199,"2006"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630909",Antanimena,,,12540.031,"2000"
"62",ANOSY,"6202",BETROKA,"620218",Nanarena Besakoa,,,41853.809,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630506",Antohabato,,,25726.651,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630525",Tameantsoa,,,36067.764,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630503",Ankazomanga Ouest,nouvelle,commune,43757.514,"2006"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630508",Beantake,,terrain,45517.819,"2002"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630922",Soalara Sud,,,29280.476,"2000"
"62",ANOSY,"6202",BETROKA,"620207",Bekorobo,,,69062.206,"2000"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630903",Anakao,nouvelle,commune,48929.208,"2006"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630522",Soamanonga,,,37587.907,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630504",Ankazombalala,nouvelle,commune,12118.445,"2006"
"62",ANOSY,"6202",BETROKA,"620202",Ambatomivary,,,50768.635,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630511",Betioky Sud,,terrain,15975.279,"2002"
"62",ANOSY,"6202",BETROKA,"620213",Isoanala,,terrain,78112.257,"2003"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630514",Lazarivo,,terrain,39208.802,"2002"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630520",Sakamasay,nouvelle,commune,45244.525,"2006"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630516",Maroarivo Ankazomanga,nouvelle,commune,72271.272,"2006"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630501",Ambatry Mitsinjo,nouvelle,commune,17158.028,"2006"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630508",Beantake,,,31349.117,"2000"
"61",ANDROY,"6102",BEKILY,"610214",Besaroa Maroviro,,,39675.659,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630523",Soaserana,,,9866.628,"2000"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620104",Eloty,,terrain,70884.172,"2003"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620107",Mahaly,,,154965.140,"2000"
"63",ATSIMO ANDREFANA,"6305",BETIOKY,"630518",Masiaboay,,,89423.591,"2000"
"61",ANDROY,"6102",BEKILY,"610201",Ambahita,,terrain,53059.321,"2003"
"63",ATSIMO ANDREFANA,"6309",TOLIARA II,"630910",Beheloka,,,139830.803,"2000"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630112",Fotadrevo,,terrain,104836.685,"2002"
"61",ANDROY,"6102",BEKILY,"610219",Vohimanga,,,31542.789,"2000"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620116",Tsivory,,terrain,63811.353,"2003"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630110",Beroy Sud,,,22974.392,"2000"
"61",ANDROY,"6102",BEKILY,"610202",Ambatosola,,,16719.177,"2000"
"62",ANOSY,"6203",TAOLANARO,"620326",Soavary,nouvelle,commune,57925.541,"2006"
"61",ANDROY,"6102",BEKILY,"610209",Beraketa,,terrain,69177.817,"2003"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630111",Ejeda,,terrain,144255.857,"2002"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630116",Vohitany,,terrain,44999.282,"2002"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630108",Beahitse,,,78619.764,"2000"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620105",Esira,,,72719.752,"2000"
"62",ANOSY,"6203",TAOLANARO,"620304",Analamary,,,35768.836,"2000"
"61",ANDROY,"6102",BEKILY,"610210",Besakoa,nouvelle,commune,9304.005,"2006"
"61",ANDROY,"6102",BEKILY,"610205",Ankaranabo Nord,,terrain,11445.100,"2003"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620114",Tomboarivo,,,17194.922,"2000"
"61",ANDROY,"6102",BEKILY,"610216",Tanandava,,commune,35854.842,"2004"
"61",ANDROY,"6102",BEKILY,"610218",Tanambao Tsirandrany,nouvelle,commune,8777.796,"2006"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630113",Gogogogo,,terrain,43566.391,"2002"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620110",Marotsiraka,,,46396.733,"2000"
"61",ANDROY,"6102",BEKILY,"610215",Bekily_Morafeno,,terrain,19862.053,"2003"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630114",Itampolo,,terrain,354131.393,"2002"
"61",ANDROY,"6102",BEKILY,"610206",Antsakoamaro,,,13742.597,"2000"
"61",ANDROY,"6101",AMBOVOMBE,"610113",Imanombo,,commune,75253.268,"2004"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620109",Maromby,,,74102.609,"2000"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630109",Belafika Haut,,commune,27749.644,"2004"
"62",ANOSY,"6203",TAOLANARO,"620319",Manantenina,,,42427.841,"2000"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620108",Manevy,,,39451.859,"2000"
"61",ANDROY,"6102",BEKILY,"610213",Manakompy,,,14737.853,"2000"
"61",ANDROY,"6102",BEKILY,"610204",Anja Nord,,,5038.570,"2000"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620111",Ranobe,nouvelle,terrain,75586.221,"2006"
"61",ANDROY,"6102",BEKILY,"610217",Tsikolaky,,,9572.991,"2000"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630107",Antaly,,,38663.492,"2000"
"62",ANOSY,"6203",TAOLANARO,"620302",Ampasimena,,,58445.916,"2000"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630105",Ankilimivory,,terrain,21828.607,"2002"
"61",ANDROY,"6102",BEKILY,"610203",Anivorano Mitsinjo,nouvelle,commune,24558.726,"2006"
"61",ANDROY,"6102",BEKILY,"610211",Beteza,,,36100.670,"2000"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620103",Ebelo,,terrain,59350.374,"2003"
"61",ANDROY,"6102",BEKILY,"610208",Belindo-Mahasoa,,terrain,40336.801,"2003"
"61",ANDROY,"6102",BEKILY,"610207",Bekitro,,terrain,65650.212,"2004"
"62",ANOSY,"6203",TAOLANARO,"620322",Ranomafana Sud,,,22758.745,"2000"
"62",ANOSY,"6203",TAOLANARO,"620309",Bevoay,,,21661.129,"2000"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630106",Ankilizato,,,30060.803,"2000"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620115",Tranomaro,,,98790.153,"2000"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630115",Maniry,,commune,21007.339,"2004"
"61",ANDROY,"6101",AMBOVOMBE,"610107",Ampamata,,,16551.967,"2000"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630101",Amboropotsy,,terrain,60920.626,"2002"
"61",ANDROY,"6101",AMBOVOMBE,"610109",Andalatanosy,,terrain,56479.120,"2003"
"61",ANDROY,"6101",AMBOVOMBE,"610111",Antanimora Atsimo,,,128037.273,"2000"
"62",ANOSY,"6203",TAOLANARO,"620311",Enakara Haut,,,14129.587,"2000"
"62",ANOSY,"6203",TAOLANARO,"620314",Iaboakoho,,,17000.771,"2000"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620106",Ifotaka,,terrain,84221.484,"2003"
"61",ANDROY,"6102",BEKILY,"610212",Bevitiky,,,17149.467,"2000"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630102",Ampanihy Ouest,,terrain,101537.922,"2002"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630104",Ankiliabo,,,48209.136,"2000"
"62",ANOSY,"6203",TAOLANARO,"620312",Enaniliha,,terrain,30152.474,"2003"
"61",ANDROY,"6103",BELOHA,"610305",Tranoroa,,terrain,47388.531,"2003"
"63",ATSIMO ANDREFANA,"6301",AMPANIHY,"630103",Androka,,,240050.114,"2000"
"62",ANOSY,"6203",TAOLANARO,"620310",Emanobo,nouvelle,commune,10295.627,"2006"
"62",ANOSY,"6203",TAOLANARO,"620317",Mahatalaky,,terrain,59685.302,"2003"
"62",ANOSY,"6203",TAOLANARO,"620313",Fenoevo Efita,,,10667.841,"2000"
"62",ANOSY,"6203",TAOLANARO,"620301",Ambatoabo,,,47916.831,"2000"
"61",ANDROY,"6103",BELOHA,"610301",Beabobo,nouvelle,commune,70352.554,"2006"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620102",Behara,,terrain,103627.924,"2003"
"61",ANDROY,"6101",AMBOVOMBE,"610101",Ambanisarike,,terrain,38856.805,"2004"
"62",ANOSY,"6203",TAOLANARO,"620316",Isaka-Ivondro,,,13185.245,"2000"
"61",ANDROY,"6101",AMBOVOMBE,"610114",Jafaro,,terrain,110446.241,"2003"
"61",ANDROY,"6103",BELOHA,"610302",Beloha,,terrain,100211.647,"2003"
"62",ANOSY,"6203",TAOLANARO,"620315",Ifarantsa,,,14820.584,"2000"
"61",ANDROY,"6101",AMBOVOMBE,"610103",Ambohimalaza,nouvelle,commune,47902.931,"2007"
"62",ANOSY,"6203",TAOLANARO,"620320",Mandiso,,,10234.255,"2000"
"61",ANDROY,"6101",AMBOVOMBE,"610106",Ambovombe,,terrain,41588.670,"2003"
"62",ANOSY,"6203",TAOLANARO,"620318",Manambaro,,terrain,21754.711,"2003"
"62",ANOSY,"6203",TAOLANARO,"620303",Ampasy Nahampoana,,terrain,9236.002,"2003"
"62",ANOSY,"6203",TAOLANARO,"620321",Mandromodromotra,,,10238.774,"2000"
"62",ANOSY,"6203",TAOLANARO,"620308",Ankarera,nouvelle,commune,22824.273,"2004"
"61",ANDROY,"6103",BELOHA,"610304",Marolinta,,,87050.603,"2000"
"62",ANOSY,"6203",TAOLANARO,"620307",Ankaramena,,commune,11396.618,"2004"
"62",ANOSY,"6203",TAOLANARO,"620325",Soanierana,,,7480.453,"2000"
"62",ANOSY,"6203",TAOLANARO,"620323",Ranopiso,,terrain,14833.646,"2003"
"62",ANOSY,"6203",TAOLANARO,"620327",Tolanaro,,terrain,3057.112,"2003"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620101",Amboasary Atsimo,,terrain,24842.848,"2003"
"62",ANOSY,"6201",AMBOASARY ATSIMO,"620113",Tanandava Atsimo,,,15224.522,"2000"
"61",ANDROY,"6103",BELOHA,"610303",Ikopoky,,terrain,59241.605,"2003"
