CODEREG,NOM_REGION,CODEDIST,NOM_DISTRI,CODECOM,NOM_COMMUN,ETAT_COMMU,SOURCE,HECTARES,MIS_A_JOUR
"14",VAKINANKARATRA,"1407",BETAFO,"140707",Andrembesoa,,,127380.226,"2000"
"14",VAKINANKARATRA,"1404",ANTSIRABE II,"140414",Manandona,,,10783.111,"2000"
"14",VAKINANKARATRA,"1407",BETAFO,"140702",Alakamisy Marososona,,commune,20197.155,"2005"
"14",VAKINANKARATRA,"1404",ANTSIRABE II,"140402",Ibity,,terrain,13934.431,"2002"
"14",VAKINANKARATRA,"1404",ANTSIRABE II,"140417",Sahanivotry,,,15951.896,"2000"
"14",VAKINANKARATRA,"1404",ANTSIRABE II,"140503",Alarobia Bemaha,,,11052.404,"2000"
"52",ANALANJIROFO,"5204",SAINTE MARIE,"520401",Lonkintsy,,,18564.793,"2000"
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520106",Fenoarivo Atsinanana,,,2119.593,"2000"
"53",ATSINANANA,"5302",BRICKAVILLE,"530211",Fetraomby,,,32638.274,"2000"
"11",ANALAMANGA,"1104",ANKAZOBE,"110404",Antakavana,nouvelle,commune,71873.252,"2006"
"35",VATOVAVY FITOVINANY,"3502",IKONGO,"350202",Ambinanitromby,nouvelle,,13251.424,"2007"
"35",VATOVAVY FITOVINANY,"3502",IKONGO,"350211",Manampatrana,,terrain,6417.255,"2003"
"11",ANALAMANGA,"1101",AMBOHIDRATRIMO,"110125",Talatamaty,,terrain,58.067,"2004"
"51",ALAOTRA MANGORO,"5105",MORAMANGA,"510518",Moramanga ville,,commune,306.408,"2007"
"13",ITASY,"1301",ARIVONIMAMO,"130119",Analamiandrandra,nouvelle,commune,5669.130,"2006"
"42",BOENY,"4201",AMBATO_BOENI,"420101",Ambato Ambarimay,,terrain,59660.964,"2007"
